"X","Idade","Sexo","Profissao","Moradia","Conta_Poupanca","Conta_Corrente","Valor_do_Credito","Duracao","Motivo","Risco"
614,22,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1808,18,"Móveis/Equipamentos","Crédito Ruim"
615,48,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",12204,48,"Negócios/Empreender","Crédito Bom"
616,27,"Masculino","Altamente qualificado","Cedida","Sem Conta Poupança","Conta Corrente Moderada",9157,60,"radio/TV","Crédito Bom"
617,37,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3676,6,"Carro","Crédito Bom"
618,21,"Feminino","Qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",3441,30,"Móveis/Equipamentos","Crédito Ruim"
619,49,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",640,12,"Carro","Crédito Bom"
620,27,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3652,21,"Negócios/Empreender","Crédito Bom"
621,32,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1530,18,"Carro","Crédito Ruim"
622,38,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3914,48,"Negócios/Empreender","Crédito Ruim"
623,22,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1858,12,"Móveis/Equipamentos","Crédito Bom"
624,65,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",2600,18,"radio/TV","Crédito Ruim"
625,35,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1979,15,"radio/TV","Crédito Bom"
626,41,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2116,6,"Móveis/Equipamentos","Crédito Bom"
627,29,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1437,9,"Carro","Crédito Ruim"
628,36,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",4042,42,"Móveis/Equipamentos","Crédito Bom"
629,64,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Sem Conta Corrente",3832,9,"Educação","Crédito Bom"
630,28,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3660,24,"radio/TV","Crédito Bom"
631,44,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1553,18,"Móveis/Equipamentos","Crédito Ruim"
632,23,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",1444,15,"radio/TV","Crédito Bom"
633,19,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1980,9,"Móveis/Equipamentos","Crédito Ruim"
634,25,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1355,24,"Carro","Crédito Ruim"
635,47,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1393,12,"Educação","Crédito Bom"
636,28,"Feminino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1376,24,"radio/TV","Crédito Bom"
637,21,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",15653,60,"radio/TV","Crédito Bom"
638,34,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1493,12,"radio/TV","Crédito Bom"
639,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4370,42,"radio/TV","Crédito Ruim"
640,27,"Feminino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",750,18,"Educação","Crédito Ruim"
641,38,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1308,15,"Reparos","Crédito Bom"
642,40,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",4623,15,"Educação","Crédito Ruim"
643,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1851,24,"radio/TV","Crédito Bom"
644,32,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1880,18,"radio/TV","Crédito Bom"
645,27,"Masculino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",7980,36,"Negócios/Empreender","Crédito Ruim"
646,32,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4583,30,"Móveis/Equipamentos","Crédito Bom"
647,26,"Feminino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1386,12,"Carro","Crédito Ruim"
648,38,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",947,24,"Carro","Crédito Ruim"
649,40,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",684,12,"Educação","Crédito Ruim"
650,50,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",7476,48,"Educação","Crédito Bom"
651,37,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1922,12,"Móveis/Equipamentos","Crédito Ruim"
652,45,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2303,24,"Carro","Crédito Ruim"
653,42,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",8086,36,"Carro","Crédito Ruim"
654,35,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2346,24,"Carro","Crédito Bom"
655,22,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",3973,14,"Carro","Crédito Bom"
656,41,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",888,12,"Carro","Crédito Ruim"
657,37,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",10222,48,"radio/TV","Crédito Bom"
658,28,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",4221,30,"Negócios/Empreender","Crédito Bom"
659,41,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",6361,18,"Móveis/Equipamentos","Crédito Bom"
660,23,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1297,12,"radio/TV","Crédito Bom"
661,23,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",900,12,"Carro","Crédito Ruim"
662,50,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2241,21,"Móveis/Equipamentos","Crédito Bom"
663,35,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1050,6,"Móveis/Equipamentos","Crédito Bom"
664,50,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1047,6,"Educação","Crédito Bom"
665,27,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",6314,24,"Férias/Outros","Crédito Bom"
666,34,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente Moderada",3496,30,"Móveis/Equipamentos","Crédito Bom"
667,27,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3609,48,"Negócios/Empreender","Crédito Bom"
668,43,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",4843,12,"Carro","Crédito Ruim"
669,47,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",3017,30,"radio/TV","Crédito Bom"
670,27,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Sem Conta Corrente",4139,24,"Negócios/Empreender","Crédito Bom"
671,31,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",5742,36,"Negócios/Empreender","Crédito Bom"
672,42,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",10366,60,"Carro","Crédito Bom"
673,24,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2080,6,"Carro","Crédito Bom"
674,41,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2580,21,"Negócios/Empreender","Crédito Ruim"
675,26,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",4530,30,"radio/TV","Crédito Bom"
676,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",5150,24,"Móveis/Equipamentos","Crédito Bom"
677,24,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",5595,72,"radio/TV","Crédito Ruim"
678,64,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2384,24,"radio/TV","Crédito Bom"
679,26,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1453,18,"radio/TV","Crédito Bom"
680,56,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1538,6,"Educação","Crédito Bom"
681,37,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",2279,12,"radio/TV","Crédito Bom"
682,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1478,15,"radio/TV","Crédito Bom"
683,47,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",5103,24,"radio/TV","Crédito Bom"
684,31,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",9857,36,"Negócios/Empreender","Crédito Bom"
685,34,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",6527,60,"Carro","Crédito Bom"
686,27,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente de Alto Padrão",1347,10,"radio/TV","Crédito Bom"
687,30,"Masculino","Qualificado","Cedida","Conta de Poupança Moderada","Conta Corrente Moderada",2862,36,"Carro","Crédito Bom"
688,35,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",2753,9,"radio/TV","Crédito Bom"
689,31,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente Básica",3651,12,"Carro","Crédito Bom"
690,25,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",975,15,"Móveis/Equipamentos","Crédito Bom"
691,25,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",2631,15,"Reparos","Crédito Bom"
692,29,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",2896,24,"radio/TV","Crédito Bom"
693,44,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Conta Corrente Básica",4716,6,"Carro","Crédito Bom"
694,28,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2284,24,"radio/TV","Crédito Bom"
695,50,"Masculino","Qualificado","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",1236,6,"Carro","Crédito Bom"
696,29,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1103,12,"radio/TV","Crédito Bom"
697,38,"Feminino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",926,12,"Carro","Crédito Bom"
698,24,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1800,18,"radio/TV","Crédito Bom"
699,40,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1905,15,"Educação","Crédito Bom"
700,29,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",1123,12,"Móveis/Equipamentos","Crédito Ruim"
701,46,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",6331,48,"Carro","Crédito Ruim"
702,47,"Feminino","Qualificado","Cedida","Conta de Poupança Moderada","Conta Corrente de Alto Padrão",1377,24,"radio/TV","Crédito Bom"
703,41,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",2503,30,"Negócios/Empreender","Crédito Bom"
704,32,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2528,27,"Negócios/Empreender","Crédito Bom"
705,35,"Feminino","Qualificado","Cedida","Conta de Poupança Substancial","Sem Conta Corrente",5324,15,"Carro","Crédito Bom"
706,24,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",6560,48,"Carro","Crédito Ruim"
707,25,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2969,12,"Móveis/Equipamentos","Crédito Ruim"
708,25,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1206,9,"radio/TV","Crédito Bom"
709,37,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2118,9,"radio/TV","Crédito Bom"
710,32,"Masculino","Altamente qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",629,18,"radio/TV","Crédito Bom"
711,35,"Feminino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1198,6,"Educação","Crédito Ruim"
712,46,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",2476,21,"Carro","Crédito Bom"
713,25,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1138,9,"radio/TV","Crédito Bom"
714,27,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",14027,60,"Carro","Crédito Ruim"
715,63,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",7596,30,"Carro","Crédito Bom"
716,40,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3077,30,"radio/TV","Crédito Bom"
717,32,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",1505,18,"radio/TV","Crédito Bom"
718,31,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente de Alto Padrão",3148,24,"radio/TV","Crédito Bom"
719,31,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",6148,20,"Carro","Crédito Bom"
720,34,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1337,9,"radio/TV","Crédito Ruim"
721,24,"Feminino","Qualificado","Alugada","Conta de Poupança Rica","Conta Corrente Moderada",433,6,"Educação","Crédito Ruim"
722,24,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1228,12,"Carro","Crédito Ruim"
723,66,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Conta Corrente Moderada",790,9,"radio/TV","Crédito Bom"
724,21,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",2570,27,"Carro","Crédito Ruim"
725,41,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Rica","Sem Conta Corrente",250,6,"Carro","Crédito Bom"
726,47,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1316,15,"radio/TV","Crédito Bom"
727,25,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1882,18,"radio/TV","Crédito Ruim"
728,59,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",6416,48,"Negócios/Empreender","Crédito Ruim"
729,36,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente de Alto Padrão",1275,24,"Negócios/Empreender","Crédito Bom"
730,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",6403,24,"radio/TV","Crédito Bom"
731,21,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1987,24,"radio/TV","Crédito Ruim"
732,44,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",760,8,"radio/TV","Crédito Bom"
733,28,"Feminino","Qualificado","Alugada","Conta de Poupança Rica","Sem Conta Corrente",2603,24,"Carro","Crédito Bom"
734,37,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3380,4,"Carro","Crédito Bom"
735,29,"Feminino","Não qualificado e não residente","Própria","Sem Conta Poupança","Conta Corrente Moderada",3990,36,"domestic appliances","Crédito Bom"
736,23,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",11560,24,"Carro","Crédito Ruim"
737,35,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Básica",4380,18,"Carro","Crédito Bom"
738,45,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",6761,6,"Carro","Crédito Bom"
739,26,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",4280,30,"Negócios/Empreender","Crédito Ruim"
740,32,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Básica",2325,24,"Carro","Crédito Bom"
741,23,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1048,10,"radio/TV","Crédito Bom"
742,41,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3160,21,"radio/TV","Crédito Bom"
743,22,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Conta Corrente Básica",2483,24,"Móveis/Equipamentos","Crédito Bom"
744,30,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",14179,39,"Móveis/Equipamentos","Crédito Bom"
745,28,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1797,13,"Negócios/Empreender","Crédito Bom"
746,23,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2511,15,"Carro","Crédito Bom"
747,37,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1274,12,"Carro","Crédito Ruim"
748,26,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",5248,21,"Carro","Crédito Bom"
749,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3029,15,"Carro","Crédito Bom"
750,49,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",428,6,"Móveis/Equipamentos","Crédito Bom"
751,23,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",976,18,"Carro","Crédito Ruim"
752,23,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",841,12,"Negócios/Empreender","Crédito Bom"
753,25,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",5771,30,"radio/TV","Crédito Bom"
754,55,"Masculino","Qualificado","Cedida","Conta de Poupança Rica","Sem Conta Corrente",1555,12,"Reparos","Crédito Ruim"
755,32,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Conta Corrente Básica",1285,24,"Carro","Crédito Ruim"
756,74,"Masculino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1299,6,"Carro","Crédito Bom"
757,39,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente de Alto Padrão",1271,15,"radio/TV","Crédito Ruim"
758,31,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1393,24,"Carro","Crédito Bom"
759,35,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",691,12,"Carro","Crédito Ruim"
760,59,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",5045,15,"Carro","Crédito Bom"
761,24,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2124,18,"Móveis/Equipamentos","Crédito Ruim"
762,24,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2214,12,"radio/TV","Crédito Bom"
763,30,"Masculino","Altamente qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",12680,21,"Carro","Crédito Ruim"
764,27,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",2463,24,"Carro","Crédito Bom"
765,40,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1155,12,"radio/TV","Crédito Bom"
766,31,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3108,30,"Móveis/Equipamentos","Crédito Ruim"
767,31,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",2901,10,"Carro","Crédito Bom"
768,28,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",3617,12,"Móveis/Equipamentos","Crédito Bom"
769,63,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1655,12,"radio/TV","Crédito Bom"
770,26,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Conta Corrente Básica",2812,24,"Carro","Crédito Bom"
771,25,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",8065,36,"Educação","Crédito Ruim"
772,36,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3275,21,"Carro","Crédito Bom"
773,52,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",2223,24,"radio/TV","Crédito Bom"
774,66,"Masculino","Não qualificado e não residente","Cedida","Conta de Poupança Substancial","Conta Corrente de Alto Padrão",1480,12,"Carro","Crédito Bom"
775,25,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Conta Corrente Básica",1371,24,"Carro","Crédito Ruim"
776,37,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3535,36,"Carro","Crédito Bom"
777,25,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3509,18,"radio/TV","Crédito Bom"
778,38,"Masculino","Altamente qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",5711,36,"Carro","Crédito Bom"
779,67,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3872,18,"Reparos","Crédito Bom"
780,25,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",4933,39,"radio/TV","Crédito Ruim"
781,60,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",1940,24,"Carro","Crédito Bom"
782,31,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1410,12,"Educação","Crédito Bom"
783,23,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",836,12,"Carro","Crédito Ruim"
784,60,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",6468,20,"Carro","Crédito Bom"
785,35,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Rica","Conta Corrente Moderada",1941,18,"Negócios/Empreender","Crédito Bom"
786,40,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2675,22,"radio/TV","Crédito Bom"
787,38,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",2751,48,"Carro","Crédito Bom"
788,50,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Moderada",6224,48,"Educação","Crédito Ruim"
789,27,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",5998,40,"Educação","Crédito Ruim"
790,39,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1188,21,"Negócios/Empreender","Crédito Ruim"
791,41,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",6313,24,"Carro","Crédito Bom"
792,27,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1221,6,"Móveis/Equipamentos","Crédito Bom"
793,51,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2892,24,"Móveis/Equipamentos","Crédito Bom"
794,32,"Masculino","Qualificado","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",3062,24,"Móveis/Equipamentos","Crédito Bom"
795,22,"Feminino","Qualificado","Alugada","Conta de Poupança Moderada","Sem Conta Corrente",2301,9,"Móveis/Equipamentos","Crédito Bom"
796,51,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente Básica",7511,18,"Carro","Crédito Ruim"
797,22,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1258,12,"Móveis/Equipamentos","Crédito Bom"
798,54,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",717,24,"Carro","Crédito Bom"
799,35,"Masculino","Não qualificado e não residente","Própria","Sem Conta Poupança","Conta Corrente Moderada",1549,9,"Carro","Crédito Bom"
800,54,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",1597,24,"Educação","Crédito Bom"
801,48,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",1795,18,"radio/TV","Crédito Bom"
802,24,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4272,20,"Móveis/Equipamentos","Crédito Bom"
803,35,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",976,12,"radio/TV","Crédito Bom"
804,24,"Feminino","Não qualificado e não residente","Alugada","Sem Conta Poupança","Conta Corrente Moderada",7472,12,"Carro","Crédito Bom"
805,24,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",9271,36,"Carro","Crédito Ruim"
806,26,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",590,6,"radio/TV","Crédito Bom"
807,65,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",930,12,"radio/TV","Crédito Bom"
808,55,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Moderada",9283,42,"Carro","Crédito Bom"
809,26,"Feminino","Não qualificado e não residente","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",1778,15,"Carro","Crédito Ruim"
810,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",907,8,"Negócios/Empreender","Crédito Bom"
811,28,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",484,6,"radio/TV","Crédito Bom"
812,24,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",9629,36,"Carro","Crédito Ruim"
813,54,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3051,48,"domestic appliances","Crédito Ruim"
814,46,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",3931,48,"Carro","Crédito Ruim"
815,54,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",7432,36,"Carro","Crédito Bom"
816,62,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1338,6,"domestic appliances","Crédito Bom"
817,24,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1554,6,"radio/TV","Crédito Bom"
818,43,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",15857,36,"Férias/Outros","Crédito Bom"
819,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1345,18,"radio/TV","Crédito Ruim"
