"Age","Sex","Job","Housing","Saving accounts","Checking account","Credit amount","Duration","Purpose","Risk"
30,"Masculino",3,"Cedida","Sem recursos declarados","Sem recursos declarados",12680,21,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",2463,24,"Carro","Crédito Saudável"
40,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1155,12,"radio/TV","Crédito Ruim"
31,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",3108,30,"Eletroeletrônicos","Crédito Saudável"
31,"Feminino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",2901,10,"Carro","Crédito Saudável"
28,"Masculino",2,"Alugada","Poucos recursos","Médios recursos",3617,12,"Eletroeletrônicos","Crédito Ruim"
63,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1655,12,"radio/TV","Crédito Saudável"
26,"Feminino",2,"Alugada","Sem recursos declarados","Poucos recursos",2812,24,"Carro","Crédito Saudável"
25,"Feminino",3,"Própria","Poucos recursos","Poucos recursos",8065,36,"Educação","Crédito Saudável"
36,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",3275,21,"Carro","Crédito Saudável"
52,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",2223,24,"radio/TV","Crédito Saudável"
66,"Masculino",0,"Cedida","Altos recursos","Altíssimos recursos",1480,12,"Carro","Crédito Saudável"
25,"Feminino",2,"Alugada","Sem recursos declarados","Poucos recursos",1371,24,"Carro","Crédito Saudável"
37,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",3535,36,"Carro","Crédito Saudável"
25,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",3509,18,"radio/TV","Crédito Saudável"
38,"Masculino",3,"Própria","Altíssimos recursos","Sem recursos declarados",5711,36,"Carro","Crédito Ruim"
67,"Feminino",2,"Própria","Poucos recursos","Médios recursos",3872,18,"Reparos/Reformas","Crédito Saudável"
25,"Masculino",2,"Própria","Poucos recursos","Médios recursos",4933,39,"radio/TV","Crédito Saudável"
60,"Masculino",2,"Própria","Altíssimos recursos","Sem recursos declarados",1940,24,"Carro","Crédito Saudável"
31,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1410,12,"Educação","Crédito Saudável"
23,"Feminino",1,"Própria","Médios recursos","Médios recursos",836,12,"Carro","Crédito Saudável"
60,"Masculino",3,"Própria","Sem recursos declarados","Médios recursos",6468,20,"Carro","Crédito Saudável"
35,"Masculino",1,"Própria","Altíssimos recursos","Médios recursos",1941,18,"Negócios/Empreender","Crédito Saudável"
40,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",2675,22,"radio/TV","Crédito Ruim"
38,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",2751,48,"Carro","Crédito Ruim"
50,"Masculino",2,"Cedida","Poucos recursos","Médios recursos",6224,48,"Educação","Crédito Saudável"
27,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",5998,40,"Educação","Crédito Saudável"
39,"Feminino",2,"Própria","Poucos recursos","Médios recursos",1188,21,"Negócios/Empreender","Crédito Saudável"
41,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",6313,24,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",1221,6,"Eletroeletrônicos","Crédito Saudável"
51,"Masculino",2,"Cedida","Poucos recursos","Altíssimos recursos",2892,24,"Eletroeletrônicos","Crédito Saudável"
32,"Masculino",2,"Alugada","Altos recursos","Sem recursos declarados",3062,24,"Eletroeletrônicos","Crédito Ruim"
22,"Feminino",2,"Alugada","Médios recursos","Sem recursos declarados",2301,9,"Eletroeletrônicos","Crédito Saudável"
51,"Masculino",2,"Cedida","Sem recursos declarados","Poucos recursos",7511,18,"Carro","Crédito Saudável"
22,"Feminino",1,"Alugada","Poucos recursos","Sem recursos declarados",1258,12,"Eletroeletrônicos","Crédito Saudável"
54,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",717,24,"Carro","Crédito Saudável"
35,"Masculino",0,"Própria","Sem recursos declarados","Médios recursos",1549,9,"Carro","Crédito Saudável"
54,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",1597,24,"Educação","Crédito Saudável"
48,"Feminino",1,"Alugada","Poucos recursos","Médios recursos",1795,18,"radio/TV","Crédito Ruim"
24,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",4272,20,"Eletroeletrônicos","Crédito Saudável"
35,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",976,12,"radio/TV","Crédito Saudável"
24,"Feminino",0,"Alugada","Sem recursos declarados","Médios recursos",7472,12,"Carro","Crédito Saudável"
24,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",9271,36,"Carro","Crédito Saudável"
26,"Masculino",1,"Própria","Poucos recursos","Médios recursos",590,6,"radio/TV","Crédito Saudável"
65,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",930,12,"radio/TV","Crédito Saudável"
55,"Masculino",3,"Cedida","Poucos recursos","Médios recursos",9283,42,"Carro","Crédito Saudável"
26,"Feminino",0,"Alugada","Poucos recursos","Médios recursos",1778,15,"Carro","Crédito Saudável"
26,"Masculino",2,"Própria","Poucos recursos","Médios recursos",907,8,"Negócios/Empreender","Crédito Saudável"
28,"Masculino",1,"Própria","Poucos recursos","Médios recursos",484,6,"radio/TV","Crédito Ruim"
24,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",9629,36,"Carro","Crédito Saudável"
54,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",3051,48,"Utensílios domesticos","Crédito Saudável"
46,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",3931,48,"Carro","Crédito Saudável"
54,"Feminino",2,"Alugada","Poucos recursos","Médios recursos",7432,36,"Carro","Crédito Saudável"
62,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",1338,6,"Utensílios domesticos","Crédito Ruim"
24,"Feminino",2,"Alugada","Poucos recursos","Sem recursos declarados",1554,6,"radio/TV","Crédito Saudável"
43,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",15857,36,"Férias/Outros","Crédito Saudável"
26,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1345,18,"radio/TV","Crédito Saudável"
27,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1101,12,"Carro","Crédito Saudável"
24,"Masculino",2,"Própria","Poucos recursos","Altíssimos recursos",3016,12,"radio/TV","Crédito Saudável"
41,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",2712,36,"Eletroeletrônicos","Crédito Saudável"
47,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",731,8,"Carro","Crédito Saudável"
35,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",3780,18,"Eletroeletrônicos","Crédito Saudável"
30,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1602,21,"Carro","Crédito Saudável"
33,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",3966,18,"Carro","Crédito Saudável"
36,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",4165,18,"Negócios/Empreender","Crédito Saudável"
47,"Masculino",2,"Cedida","Sem recursos declarados","Poucos recursos",8335,36,"Carro","Crédito Saudável"
38,"Masculino",2,"Cedida","Sem recursos declarados","Médios recursos",6681,48,"Negócios/Empreender","Crédito Ruim"
44,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",2375,24,"Negócios/Empreender","Crédito Saudável"
23,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1216,18,"Carro","Crédito Saudável"
29,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",11816,45,"Negócios/Empreender","Crédito Ruim"
42,"Feminino",2,"Própria","Sem recursos declarados","Médios recursos",5084,24,"radio/TV","Crédito Saudável"
25,"Feminino",1,"Própria","Poucos recursos","Altíssimos recursos",2327,15,"radio/TV","Crédito Saudável"
48,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1082,12,"Carro","Crédito Ruim"
21,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",886,12,"radio/TV","Crédito Ruim"
23,"Feminino",1,"Alugada","Poucos recursos","Sem recursos declarados",601,4,"Eletroeletrônicos","Crédito Saudável"
63,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",2957,24,"Carro","Crédito Saudável"
46,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2611,24,"radio/TV","Crédito Saudável"
29,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",5179,36,"Eletroeletrônicos","Crédito Ruim"
28,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",2993,21,"Carro","Crédito Ruim"
23,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1943,18,"Reparos/Reformas","Crédito Saudável"
50,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1559,24,"Negócios/Empreender","Crédito Saudável"
47,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",3422,18,"Eletroeletrônicos","Crédito Saudável"
35,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",3976,21,"Eletroeletrônicos","Crédito Saudável"
68,"Masculino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",6761,18,"Carro","Crédito Saudável"
28,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1249,24,"Carro","Crédito Ruim"
59,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1364,9,"radio/TV","Crédito Saudável"
57,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",709,12,"radio/TV","Crédito Saudável"
33,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",2235,20,"Carro","Crédito Saudável"
43,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",4042,24,"Carro","Crédito Saudável"
35,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",1471,15,"radio/TV","Crédito Saudável"
32,"Masculino",1,"Cedida","Poucos recursos","Poucos recursos",1442,18,"Carro","Crédito Ruim"
45,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",10875,36,"Carro","Crédito Saudável"
33,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",1474,24,"Carro","Crédito Saudável"
40,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",894,10,"Educação","Crédito Ruim"
28,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",3343,15,"Eletroeletrônicos","Crédito Ruim"
29,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",3959,15,"Carro","Crédito Ruim"
26,"Masculino",2,"Alugada","Médios recursos","Sem recursos declarados",3577,9,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Altíssimos recursos","Sem recursos declarados",5804,24,"Carro","Crédito Saudável"
28,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2169,18,"Negócios/Empreender","Crédito Ruim"
35,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",2439,24,"radio/TV","Crédito Saudável"
32,"Masculino",1,"Própria","Altíssimos recursos","Sem recursos declarados",4526,27,"Eletroeletrônicos","Crédito Ruim"
25,"Masculino",1,"Alugada","Poucos recursos","Sem recursos declarados",2210,10,"Eletroeletrônicos","Crédito Saudável"
20,"Feminino",2,"Alugada","Altos recursos","Sem recursos declarados",2221,15,"Eletroeletrônicos","Crédito Ruim"
27,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",2389,18,"radio/TV","Crédito Saudável"
42,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",3331,12,"Eletroeletrônicos","Crédito Saudável"
37,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",7409,36,"Negócios/Empreender","Crédito Saudável"
24,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",652,12,"Eletroeletrônicos","Crédito Saudável"
40,"Feminino",2,"Própria","Altos recursos","Sem recursos declarados",7678,36,"Eletroeletrônicos","Crédito Ruim"
46,"Masculino",2,"Própria","Poucos recursos","Altíssimos recursos",1343,6,"Carro","Crédito Saudável"
26,"Masculino",2,"Própria","Médios recursos","Poucos recursos",1382,24,"Negócios/Empreender","Crédito Saudável"
24,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",874,15,"Utensílios domesticos","Crédito Saudável"
29,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",3590,12,"Eletroeletrônicos","Crédito Ruim"
40,"Feminino",2,"Própria","Altíssimos recursos","Médios recursos",1322,11,"Carro","Crédito Ruim"
36,"Masculino",3,"Cedida","Poucos recursos","Poucos recursos",1940,18,"radio/TV","Crédito Saudável"
28,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",3595,36,"radio/TV","Crédito Ruim"
27,"Masculino",3,"Cedida","Poucos recursos","Poucos recursos",1422,9,"Carro","Crédito Saudável"
36,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",6742,30,"radio/TV","Crédito Saudável"
38,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",7814,24,"Carro","Crédito Ruim"
48,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",9277,24,"Carro","Crédito Ruim"
36,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",2181,30,"Carro","Crédito Saudável"
65,"Feminino",0,"Própria","Poucos recursos","Sem recursos declarados",1098,18,"radio/TV","Crédito Saudável"
43,"Masculino",2,"Própria","Poucos recursos","Médios recursos",4057,24,"Eletroeletrônicos","Crédito Saudável"
53,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",795,12,"Educação","Crédito Saudável"
34,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",2825,24,"Negócios/Empreender","Crédito Saudável"
23,"Masculino",2,"Própria","Poucos recursos","Médios recursos",15672,48,"Negócios/Empreender","Crédito Saudável"
34,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",6614,36,"Carro","Crédito Saudável"
40,"Masculino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",7824,28,"Carro","Crédito Ruim"
43,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",2442,27,"Negócios/Empreender","Crédito Saudável"
46,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1829,15,"radio/TV","Crédito Saudável"
38,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",2171,12,"Carro","Crédito Ruim"
34,"Masculino",2,"Própria","Poucos recursos","Médios recursos",5800,36,"Carro","Crédito Saudável"
29,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",1169,18,"radio/TV","Crédito Ruim"
31,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",8947,36,"Carro","Crédito Saudável"
28,"Feminino",3,"Alugada","Poucos recursos","Poucos recursos",2606,21,"radio/TV","Crédito Ruim"
35,"Feminino",2,"Própria","Altíssimos recursos","Sem recursos declarados",1592,12,"Eletroeletrônicos","Crédito Saudável"
33,"Feminino",1,"Alugada","Sem recursos declarados","Sem recursos declarados",2186,15,"Eletroeletrônicos","Crédito Saudável"
42,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",4153,18,"Eletroeletrônicos","Crédito Saudável"
43,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",2625,16,"Carro","Crédito Saudável"
44,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3485,20,"Carro","Crédito Saudável"
42,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",10477,36,"Carro","Crédito Saudável"
40,"Masculino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",1386,15,"radio/TV","Crédito Ruim"
36,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",1278,24,"radio/TV","Crédito Saudável"
20,"Masculino",3,"Alugada","Poucos recursos","Poucos recursos",1107,12,"radio/TV","Crédito Ruim"
24,"Masculino",1,"Própria","Sem recursos declarados","Poucos recursos",3763,21,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",3711,36,"Educação","Crédito Saudável"
46,"Feminino",1,"Própria","Poucos recursos","Sem recursos declarados",3594,15,"Carro","Crédito Saudável"
33,"Feminino",1,"Própria","Sem recursos declarados","Médios recursos",3195,9,"Carro","Crédito Saudável"
34,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",4454,36,"radio/TV","Crédito Saudável"
25,"Feminino",1,"Própria","Poucos recursos","Médios recursos",4736,24,"Eletroeletrônicos","Crédito Saudável"
25,"Feminino",2,"Própria","Sem recursos declarados","Médios recursos",2991,30,"radio/TV","Crédito Saudável"
28,"Masculino",2,"Própria","Altíssimos recursos","Sem recursos declarados",2142,11,"Negócios/Empreender","Crédito Ruim"
31,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",3161,24,"Negócios/Empreender","Crédito Saudável"
32,"Feminino",3,"Própria","Poucos recursos","Médios recursos",18424,48,"Férias/Outros","Crédito Ruim"
32,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",2848,10,"Carro","Crédito Ruim"
68,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",14896,6,"Carro","Crédito Saudável"
33,"Masculino",2,"Própria","Médios recursos","Poucos recursos",2359,24,"Eletroeletrônicos","Crédito Saudável"
39,"Masculino",3,"Alugada","Poucos recursos","Poucos recursos",3345,24,"Eletroeletrônicos","Crédito Saudável"
28,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1817,18,"Eletroeletrônicos","Crédito Ruim"
37,"Masculino",3,"Própria","Altos recursos","Sem recursos declarados",12749,48,"radio/TV","Crédito Saudável"
22,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1366,9,"radio/TV","Crédito Saudável"
30,"Masculino",2,"Alugada","Poucos recursos","Médios recursos",2002,12,"Carro","Crédito Saudável"
55,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",6872,24,"Eletroeletrônicos","Crédito Saudável"
46,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",697,12,"Carro","Crédito Saudável"
21,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1049,18,"Eletroeletrônicos","Crédito Ruim"
39,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",10297,48,"Carro","Crédito Saudável"
58,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",1867,30,"radio/TV","Crédito Saudável"
43,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1344,12,"Carro","Crédito Saudável"
24,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1747,24,"Eletroeletrônicos","Crédito Saudável"
22,"Feminino",2,"Própria","Poucos recursos","Médios recursos",1670,9,"radio/TV","Crédito Saudável"
30,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1224,9,"Carro","Crédito Saudável"
42,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",522,12,"radio/TV","Crédito Saudável"
23,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",1498,12,"radio/TV","Crédito Saudável"
30,"Masculino",3,"Própria","Médios recursos","Médios recursos",1919,30,"radio/TV","Crédito Saudável"
28,"Feminino",1,"Própria","Poucos recursos","Altíssimos recursos",745,9,"radio/TV","Crédito Ruim"
30,"Masculino",3,"Alugada","Poucos recursos","Médios recursos",2063,6,"radio/TV","Crédito Saudável"
42,"Masculino",2,"Cedida","Poucos recursos","Médios recursos",6288,60,"Educação","Crédito Saudável"
46,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",6842,24,"Carro","Crédito Saudável"
45,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",3527,12,"Carro","Crédito Saudável"
31,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1546,10,"Carro","Crédito Saudável"
31,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",929,24,"Eletroeletrônicos","Crédito Saudável"
42,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1455,4,"Carro","Crédito Saudável"
46,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1845,15,"Eletroeletrônicos","Crédito Saudável"
30,"Feminino",2,"Própria","Altos recursos","Médios recursos",8358,48,"Carro","Crédito Saudável"
30,"Masculino",2,"Cedida","Altos recursos","Poucos recursos",3349,24,"Eletroeletrônicos","Crédito Saudável"
38,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",2859,12,"Carro","Crédito Ruim"
43,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1533,18,"Eletroeletrônicos","Crédito Saudável"
31,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",3621,24,"radio/TV","Crédito Saudável"
40,"Masculino",0,"Própria","Poucos recursos","Médios recursos",3590,18,"Negócios/Empreender","Crédito Ruim"
24,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",2145,36,"Negócios/Empreender","Crédito Saudável"
28,"Feminino",2,"Alugada","Altos recursos","Médios recursos",4113,24,"Carro","Crédito Ruim"
26,"Feminino",3,"Própria","Poucos recursos","Sem recursos declarados",10974,36,"Eletroeletrônicos","Crédito Saudável"
29,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",1893,12,"Carro","Crédito Ruim"
57,"Feminino",3,"Alugada","Altíssimos recursos","Poucos recursos",1231,24,"radio/TV","Crédito Saudável"
49,"Masculino",1,"Própria","Sem recursos declarados","Altíssimos recursos",3656,30,"radio/TV","Crédito Saudável"
37,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1154,9,"radio/TV","Crédito Saudável"
45,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",4006,28,"Carro","Crédito Saudável"
30,"Masculino",2,"Cedida","Médios recursos","Médios recursos",3069,24,"Eletroeletrônicos","Crédito Saudável"
30,"Masculino",2,"Alugada","Poucos recursos","Sem recursos declarados",1740,6,"radio/TV","Crédito Saudável"
47,"Masculino",2,"Própria","Poucos recursos","Médios recursos",2353,21,"Carro","Crédito Saudável"
29,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3556,15,"Carro","Crédito Ruim"
35,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",2397,24,"radio/TV","Crédito Saudável"
22,"Masculino",1,"Própria","Poucos recursos","Médios recursos",454,6,"Reparos/Reformas","Crédito Saudável"
26,"Feminino",2,"Própria","Sem recursos declarados","Médios recursos",1715,30,"radio/TV","Crédito Saudável"
23,"Masculino",1,"Própria","Altos recursos","Médios recursos",2520,27,"radio/TV","Crédito Saudável"
54,"Feminino",3,"Alugada","Poucos recursos","Sem recursos declarados",3568,15,"radio/TV","Crédito Saudável"
29,"Masculino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",7166,42,"radio/TV","Crédito Ruim"
40,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",3939,11,"Carro","Crédito Ruim"
22,"Masculino",2,"Própria","Médios recursos","Médios recursos",1514,15,"Reparos/Reformas","Crédito Saudável"
43,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",7393,24,"Carro","Crédito Saudável"
29,"Feminino",0,"Alugada","Poucos recursos","Poucos recursos",1193,24,"Carro","Crédito Ruim"
36,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",7297,60,"Negócios/Empreender","Crédito Saudável"
33,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",2831,30,"radio/TV","Crédito Saudável"
57,"Feminino",1,"Própria","Altos recursos","Altíssimos recursos",1258,24,"radio/TV","Crédito Saudável"
64,"Feminino",2,"Própria","Poucos recursos","Médios recursos",753,6,"radio/TV","Crédito Saudável"
42,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",2427,18,"Negócios/Empreender","Crédito Saudável"
47,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",2538,24,"Carro","Crédito Saudável"
25,"Masculino",2,"Alugada","Médios recursos","Médios recursos",1264,15,"Carro","Crédito Saudável"
49,"Masculino",2,"Própria","Poucos recursos","Médios recursos",8386,30,"Eletroeletrônicos","Crédito Saudável"
33,"Masculino",3,"Alugada","Poucos recursos","Sem recursos declarados",4844,48,"Negócios/Empreender","Crédito Saudável"
28,"Feminino",3,"Própria","Médios recursos","Altíssimos recursos",2923,21,"Carro","Crédito Ruim"
26,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",8229,36,"Carro","Crédito Saudável"
30,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",2028,24,"Eletroeletrônicos","Crédito Saudável"
25,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1433,15,"Eletroeletrônicos","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Altíssimos recursos",6289,42,"Negócios/Empreender","Crédito Saudável"
64,"Feminino",2,"Própria","Médios recursos","Sem recursos declarados",1409,13,"radio/TV","Crédito Saudável"
29,"Masculino",3,"Cedida","Poucos recursos","Poucos recursos",6579,24,"Carro","Crédito Ruim"
48,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1743,24,"radio/TV","Crédito Ruim"
37,"Masculino",1,"Própria","Sem recursos declarados","Sem recursos declarados",3565,12,"Educação","Crédito Saudável"
34,"Masculino",1,"Própria","Médios recursos","Sem recursos declarados",1569,15,"radio/TV","Crédito Saudável"
23,"Masculino",1,"Alugada","Sem recursos declarados","Poucos recursos",1936,18,"radio/TV","Crédito Saudável"
30,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",3959,36,"Eletroeletrônicos","Crédito Saudável"
50,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",2390,12,"Carro","Crédito Saudável"
31,"Feminino",1,"Própria","Poucos recursos","Sem recursos declarados",1736,12,"Eletroeletrônicos","Crédito Saudável"
40,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",3857,30,"Carro","Crédito Ruim"
38,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",804,12,"radio/TV","Crédito Ruim"
23,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",1845,45,"radio/TV","Crédito Saudável"
27,"Masculino",2,"Própria","Médios recursos","Médios recursos",4576,45,"Carro","Crédito Saudável"
